Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
61778.0,1.1353107702193,0.193948581378671,0.548514478875935,1.00915425665607,-0.295608694818319,-0.212274411536289,-0.131336410567159,0.114469532043198,-0.119540631486866,0.140114137646935,1.62552515258429,0.795734842943949,-0.563791089409016,0.635542217196524,0.602349942487023,0.025920010191547,-0.347958685930297,-0.031745205691267,-0.561747076278696,-0.200245855720857,0.12120273467133,0.376021354898437,-0.0278281463655042,0.208015674017239,0.470901302360642,-0.343245863587956,0.0338403309973909,0.0113515205124232,2.48,0
41957.0,0.964198835976989,0.146583479417552,0.986287093312575,2.31847414365613,-0.181527026679935,0.90101209281854,-0.454855486278102,0.486854679936915,-0.585760752169239,0.754458549099115,1.39193757178,0.0762129046666994,-1.39502618886767,0.660348128614394,0.685088876611613,0.633606065156056,-0.344499876132297,-0.470425298342491,-1.48302730003766,-0.212660082026465,-0.0461081668175395,-0.310600042389322,0.167599558983361,-0.361537899208077,-0.0489579457033516,-0.171238596782492,0.0246623837811426,0.0207261304842878,39.0,0
126910.0,-0.0474179287830478,0.793737313899217,-1.08650289544064,-0.492112785040471,0.451360448515555,-0.307418032516056,0.511012813115395,0.389137409351492,0.0982895279986426,-1.30629212672568,-1.57131195873255,-0.603654734946542,-0.412890300391705,-0.921627611663517,-0.0192261567635718,0.923427251830898,0.354005935610451,0.655981315810325,-0.276673602252259,-0.109539864211887,0.0369967255109107,-0.0821118166577693,0.270010862912719,-0.0277576026883719,-0.878380468133273,0.245709039733529,-0.0548415533349127,0.0680265192415018,77.5,0
54059.0,1.13517724855845,-0.165235064422524,0.24972666142151,0.783130382575817,-0.401506804071304,-0.414476734033393,0.0449899040277693,-0.111468265599813,0.52243430864093,-0.218230287399679,-1.14287959963684,0.201116542167928,-0.150014431560414,-0.0414705419724223,-0.143352767321993,-0.119035237426648,-0.13436082767247,-0.512045551619393,0.385613831500366,0.0208932123815022,-0.225864812804929,-0.629452951207224,-0.1065097405973,-0.0850993271234525,0.488077448067503,0.293722770021058,-0.0371760806559207,0.0191983969984452,74.96,0
78440.0,-0.483995613957162,1.11034932134933,0.621009452973062,0.894153911945205,-0.436859782174039,-0.466819711057104,0.322378254128547,0.400364169034674,-0.751753479221456,-0.0833863747604993,0.902569105363423,0.242143882254041,-0.93805560739781,0.972297523479997,0.399439904300691,0.0967608713799153,-0.25056549472787,0.72973541803379,0.642519317975308,-0.214947605281471,0.223791643028685,0.458422546439234,-0.0027383208131706,0.313646372041977,-0.195936787714484,-0.352664598390067,-0.167358329138738,-0.0469849353699507,42.81,0
156034.0,-0.390872439719713,-1.1757852484634,-0.233387526847026,-3.29831129588859,0.271251194198131,-0.882241962032127,-0.41996211752527,-1.37643468103425,-0.884570616527472,1.91922848840531,-0.290389193746086,-1.43152297431094,-1.52235767360266,-0.518196130038164,-2.00354049246476,0.0499652810177898,-0.645768694215298,0.641885226223744,-1.07921906161556,-1.06055695401726,0.689548043473217,0.351564293135786,0.195358950720776,-0.565370896211104,-2.00808467191546,-0.771268544245992,-0.300916080531043,0.0141165854844378,10.0,0
143730.0,2.03848085767022,-0.099536634165198,-1.20667747117811,0.196558961776086,0.166307688612681,-0.568737546829219,0.0789646095425026,-0.153362302856983,0.262777594940747,0.225462314786198,0.701708611109843,1.17313888060292,0.34161333407611,0.394827831162959,-0.616371898019789,0.13511686849746,-0.644400129239932,-0.369329434899046,0.512065520031013,-0.18731290213545,-0.254397781355527,-0.612304527948912,0.281459074615444,-0.457965050727236,-0.280357323789651,0.207328490963913,-0.0699988632040444,-0.0740518398460033,1.98,0
122211.0,1.91048261755404,-0.40733542303196,-0.908432294752704,0.446148432145633,-0.257516071910586,-0.444794898389055,-0.190957642529615,-0.0559972420110623,0.585562854810886,0.243718895316462,0.512829242520617,0.781604529151334,-0.261029826840128,0.35404081998808,-0.402888315741466,0.384943153388828,-0.762218670389431,0.24032473102542,0.266761882601107,-0.11825679636174,0.0144399961106384,0.0471225255924267,0.135700978261407,-0.321540493989041,-0.225383359851148,0.215615445742914,-0.0537530153828739,-0.0583643697601383,54.9,0
48533.0,-1.32103814195663,0.447223239433042,0.534272678214101,-0.509824251133644,1.6336734245816,0.212501979861555,0.600004205785947,0.143855446096844,-0.328790992795093,-0.0964705230851824,0.0946347815420944,0.408639089373181,0.189701807899291,0.239682951476037,-0.279760555492534,0.609204519955794,-1.31827544243985,0.334557202971308,-0.837416232379951,-0.19108101882136,0.0851412323617849,0.344870517495044,-0.376738816246619,-1.30232624976464,0.0576357753462394,-0.516669091733758,0.146027454450786,0.285253436575166,40.98,0
155333.0,-1.1530703605092,-2.09817149298774,1.49560090199926,-1.18512998796656,0.569958846477233,-0.758784764413428,-1.47235992573364,0.31561124696483,-0.57853309041386,0.327141614022519,0.416017641614304,0.308868761128809,0.985414864752505,-0.702044474330794,-0.690252441704179,1.40649993479535,-0.249837565081315,-0.25794717422391,1.17921433450187,0.729183154289358,0.566889477440922,1.10788897262777,0.467502284277203,-0.311898762234026,-1.0327847632711,-0.30997213275591,0.194002070205179,0.265059145649036,80.0,0
